128	20170926	19	FCShakhtarDonetsk	4	-1
129	20171017	19	ManchesterCityF.C.	4	1
130	20171017	20	S.S.C.Napoli	4	-1
131	20171017	19	Feyenoord	4	-1
132	20171017	19	FCShakhtarDonetsk	4	1
133	20171101	20	S.S.C.Napoli	4	-1
134	20171101	21	ManchesterCityF.C.	4	1
135	20171101	20	FCShakhtarDonetsk	4	1
136	20171101	20	Feyenoord	4	-1
137	20171121	21	ManchesterCityF.C.	4	1
138	20171121	20	Feyenoord	4	-1
139	20171121	21	S.S.C.Napoli	4	1
140	20171121	20	FCShakhtarDonetsk	4	-1
141	20171206	21	Feyenoord	4	1
142	20171206	20	S.S.C.Napoli	4	-1
143	20171206	20	FCShakhtarDonetsk	4	1
144	20171206	20	ManchesterCityF.C.	4	-1
145	20170913	19	RBLeipzig	4	0
146	20170913	19	ASMonacoFC	4	0
147	20170913	19	FCPorto	4	-1
148	20170913	20	BeşiktaşJ.K.	4	1
149	20170926	19	BeşiktaşJ.K.	4	1
150	20170926	19	RBLeipzig	4	-1
151	20170926	20	ASMonacoFC	4	-1
152	20170926	20	FCPorto	4	1
153	20171017	19	ASMonacoFC	4	-1
154	20171017	20	BeşiktaşJ.K.	4	1
155	20171017	19	RBLeipzig	4	1
156	20171017	19	FCPorto	4	-1
157	20171101	18	BeşiktaşJ.K.	4	0
158	20171101	17	ASMonacoFC	4	0
159	20171101	20	FCPorto	4	1
160	20171101	20	RBLeipzig	4	-1
161	20171121	18	BeşiktaşJ.K.	4	0
162	20171121	18	FCPorto	4	0
163	20171121	20	ASMonacoFC	4	-1
164	20171121	20	RBLeipzig	4	1
165	20171206	21	RBLeipzig	4	-1
166	20171206	21	BeşiktaşJ.K.	4	1
167	20171206	21	FCPorto	4	1
168	20171206	21	ASMonacoFC	4	-1
169	20170913	20	RealMadridCF	4	1
170	20170913	19	APOELFC	4	-1
171	20170913	20	TottenhamHotspurF.C.	4	1
172	20170913	19	BorussiaDortmund	4	-1
173	20170926	19	BorussiaDortmund	4	-1
174	20170926	20	RealMadridCF	4	1
175	20170926	19	APOELFC	4	-1
176	20170926	20	TottenhamHotspurF.C.	4	1
177	20171017	20	APOELFC	4	0
178	20171017	20	BorussiaDortmund	4	0
179	20171017	19	RealMadridCF	4	0
180	20171017	19	TottenhamHotspurF.C.	4	0
181	20171101	21	BorussiaDortmund	4	0
182	20171101	21	APOELFC	4	0
183	20171101	21	TottenhamHotspurF.C.	4	1
184	20171101	21	RealMadridCF	4	-1
185	20171121	20	APOELFC	4	-1
186	20171121	21	RealMadridCF	4	1
187	20171121	20	BorussiaDortmund	4	-1
188	20171121	21	TottenhamHotspurF.C.	4	1
189	20171206	21	RealMadridCF	4	1
190	20171206	20	BorussiaDortmund	4	-1
191	20171206	20	TottenhamHotspurF.C.	4	1
192	20171206	20	APOELFC	4	-1
193	20180213	21	JuventusF.C.	3	0
194	20180213	21	TottenhamHotspurF.C.	3	0
195	20180307	20	TottenhamHotspurF.C.	3	-1
196	20180307	21	JuventusF.C.	3	1
197	20180213	20	FCBasel	3	-1
198	20180213	20	ManchesterCityF.C.	3	1
199	20180307	20	ManchesterCityF.C.	3	-1
200	20180307	20	FCBasel	3	1
201	20180214	20	FCPorto	3	-1
202	20180214	21	LiverpoolF.C.	3	1
203	20180306	21	LiverpoolF.C.	3	0
204	20180306	21	FCPorto	3	0
205	20180221	20	SevillaFC	3	0
206	20180221	20	ManchesterUnitedF.C.	3	0
207	20180313	21	ManchesterUnitedF.C.	3	-1
208	20180313	21	SevillaFC	3	1
209	20180214	21	RealMadridCF	3	1
210	20180214	20	ParisSaint-GermainF.C.	3	-1
211	20180306	20	ParisSaint-GermainF.C.	3	-1
212	20180306	21	RealMadridCF	3	1
213	20180221	21	FCShakhtarDonetsk	3	1
214	20180221	20	A.S.Roma	3	-1
215	20180313	21	A.S.Roma	3	1
216	20180313	20	FCShakhtarDonetsk	3	-1
217	20180220	20	ChelseaF.C.	3	0
218	20180220	20	FCBarcelona	3	0
219	20180314	21	FCBarcelona	3	1
220	20180314	20	ChelseaF.C.	3	-1
221	20180220	21	FCBayernMunich	3	1
222	20180220	20	BeşiktaşJ.K.	3	-1
